"NAME","ROLE"
"Cambridge Synod","Author"
"Lyon, Richard.","Author"
"First Church (Dorchester, Boston, Mass.).","Author"
"Boston Synod","Author"
"Street, Nicholas, 1603-1674.","Author"
"Whiting, Samuel, 1597-1679.","Author"
"Norton, John, 1606-1663.","Author"
"First Church (Salem, Mass.).","Author"
"Scottow, Joshua, 1618-1698, tr.","translator"
"Br√®s, Guy de, 1522-1567.","Author"
"Pain, Philip, d. 1668?","Author"
"Sherman, John, 1613-1685, licensor.","Author"
"Winchilsea, Heneage Finch, Earl of, d. 1689.","Author"
"Morton, Nathaniel, 1613-1685.","Author"
"Prince, Thomas, 1601 or 2-1673, dedicatee.","dedicatee"
"Thacher, Thomas, 1620-1678.","Author"
"Stoughton, William, 1632-1701.","Author"
"Sherman, John, 1613-1685.","Author"
"Mather, Increase, 1639-1723, ed.","Editor"
"Mather, Eleazar, 1637-1669.","Author"
"Fitch, James, 1622-1702.","Author"
"Willard, Samuel, 1640-1707.","Author"
"Haines, Joseph, 1641-1679.","Author"
"Whiting, John, 1635-1689.","Author"
"Second Church (Boston, Mass.).","Author"
"Torrey, Samuel, 1632-1707.","Author"
"Mather, Increase, 1639-1723, comp.","Author"
"Leverett, John, 1616-1679, dedicatee.","dedicatee"
"Hubbard, William, 1621 or 2-1704.","Author"
"Wheeler, Thomas, ca. 1620-1676.","Author"
"Bulkley, Edward, 1614-1696.","Author"
"Charles II, King of England, 1630-1685, dedicatee.","dedicatee"
"Leete, William, 1612 or 13-1683.","dedicatee"
"Shepard, Jeremiah, 1648-1720.","Author"
"Tompson, Benjamin, 1642-1714.","Author"
"Winslow, Josiah, ca. 1629-1680, dedicatee.","dedicatee"
"Foster, John, 1648-1681, engraver.","engraver"
"Flint, Josiah, 1645-1680.","Author"
"Adams, William, 1650-1685.","Author"
"Cambridge Synod (1646-1648: Cambridge, Mass.) Platform of church discipline.","Author"
"Hoar, Leonard, 1630?","Author"
"Usher, Bridget, d. 1723, dedicatee.","dedicatee"
"Connecticut. Council.","Author"
"Corlet, Elijah, d. 1687.","Author"
"Denison, Daniel, 1612-1682.","Author"
"Moodey, Joshua, 1633?","Author"
"Noyes, Nicholas, 1647-1717.","Author"
"Compton, Henry, 1632-1713, dedicatee.","dedicatee"
"Taylor, Frances.","Author"
"Whiting, John, 1656-1722.","Author"
"Hooker, Samuel, 1635?","Author"
"Thompson, Frances, d. 1704, dedicatee.","dedicatee"
"Haversham, John Thompson, Baron, 1647-1710, dedicatee.","dedicatee"
"Winthrop, Wait Still, 1643-1717.","Author"
"Andros, Edmund, Sir, 1637-1714.","Author"
"Walter, Nehemiah, 1663-1750, tr.","translator"
"Winthrop, Wait Still, 1643-1717, dedicatee.","dedicatee"
"Phillips, John, 1632-1726, dedicatee.","dedicatee"
"Cotton, John, 1640-1699.","Author"
"Ludovici, C. (Christian), 1660-1728.","Author"
"Phillips, John, 1632-1726.","Author"
"Hutchinson, Elisha, 1641-1717.","Author"
"Wharton, Philip Wharton, Baron, 1613-1696, dedicatee.","dedicatee"
"Sewall, Samuel, 1652-1730.","Author"
"Philirenes, Junior.","Author"
"Bird, Benjamin.","Author"
"Thurston, Edward.","Author"
"Budd, Thomas, d. 1698.","Author"
"Mather, Cotton, 1663-1728, ed.","Editor"
"English, Philip, 1651-1736.","Author"
"Alden, John.","Author"
"Bradford, William, 1663-1752.","Author"
"Bailey, John, 1644-1697.","Author"
"Corwin, Jonathan, dedicatee.","dedicatee"
"Gidney, Bartholomew, dedicatee.","dedicatee"
"Hathorne, John, d. 1717, dedicatee.","dedicatee"
"Higginson, John, 1616-1708, dedicatee.","dedicatee"
"Noyes, Nicholas, 1647-1717, dedicatee.","dedicatee"
"Sewel, Samuel, dedicatee.","dedicatee"
"Hartopp, John, Sir, 1637?","Author"
"Cambridge Association (Mass.).","Author"
"Treat, Robert, ca. 1622-1710.","Author"
"Paskell, Thomas.","Author"
"Sault, Richard, d. 1702.","Author"
"Pitkin, William, 1635-1694.","Author"
"Allyn, John, d. 1696.","Author"
"Makemie, Francis, 1658-1708.","Author"
"Bromfield, Edward, dedicatee.","dedicatee"
"Lingard, R. (Richard), 1598?","Author"
"Lanesborough, James Lane, Viscount, 1650-1724.","Author"
"Falmouth, Hugh Boscawen, Viscount, d. 1734, dedicatee.","dedicatee"
"Dudley, Thomas, 1670-1697, ed.","Editor"
"Scottow, Joshua, 1618-1698, ed.","Editor"
"Walter, Nehemiah, 1663-1750.","Author"
"Drake, Francis.","Author"
"Eyre, John, d. 1700, dedicatee.","dedicatee"
"Mather, Samuel, 1651-1728.","Author"
"Stoughton, William, 1632-1701, dedicatee.","dedicatee"
"Ashhurst, William, d. 1720, dedicatee.","dedicatee"
"Belcher, Joseph, 1669-1723.","Author"
"Rawson, Grindal, 1659-1715.","Author"
"Danforth, Samuel, 1666-1727.","Author"
"Bellomont, Richard Coote, Earl of, 1636-1701.","Author"
"Gould, Daniel, ca. 1625-1716.","Author"
"Foster, John, d. 1711, dedicatee.","dedicatee"
"Mather, Cotton, 1663-1728, comp.","Author"
"Quick, John, 1636-1706.","Author"
"Boston Synod (1679-1680).","Author"
"Brattle, Thomas, 1658-1713.","Author"
"Boone, Nicholas, 1679-1738, ed.","Editor"
"Elton, Richard, fl. 1650.","Author"
"Gill, Obadiah, 1650-1700.","Author"
"Green, Bartholomew, 1667-1732.","Author"
"Green, Timothy, 1679-1757.","Author"
"Mico, John.","Author"
"Tuthill, Zechariah.","Author"
"Allen, John, 1660?","Author"
"Rodgers, Esther, 1680-1701.","Author"
"Rogers, John, 1666-1745.","Author"
"Gerrish, Joseph, 1650-1720.","Author"
"Wigglesworth, Michael, 1631-1705.","Author"
"Danforth, John, 1660-1730.","Author"
"Hale, John, 1636-1700.","Author"
"Dudley, Joseph, 1647-1720, dedicatee.","dedicatee"
"T. W. (Thomas Wilcox), 1622-1687.","Author"
"Talbot, John, 1645-1727.","Author"
"Evans, Evan, 1671-1721.","Author"
"Fiske, Sarah, 1627-1692.","Author"
"Fiske, Ann, 1663-1708.","Author"
"Brabourne, Theophilus, b. 1590.","Author"
"Bj√∂rck, Eric Tobias, 1668-1740.","Author"
"Pusey, Caleb, 1650?","Author"
"Ashhurst, William, d. 1720.","Author"
"Dummer, Jeremiah, 1681-1739, dedicatee.","dedicatee"
"Sewall, Samuel, 1652-1730, dedicatee.","dedicatee"
"Wadsworth, Benjamin, 1670-1737.","Author"
"Moodey, Samuel, 1676-1747.","Author"
"Dudley, Rebecca, 1651-1722, dedicatee.","dedicatee"
"Stoddard, Solomon, 1643-1729.","Author"
"Dudley, Joseph, 1647-1720.","Author"
"Sonmans, Peter.","Author"
"Lovelace, John Lovelace, Baron, d. 1709.","Author"
"Dean, John, 1679-1761.","Author"
"Oliver, Jerusha, 1684-1710.","Author"
"Rakestraw, William.","Author"
"Thacher, Peter, 1651-1727.","Author"
"Morgan, Joseph, 1671-ca. 1749.","Author"
"Hunter, Robert, 1666-1734, dedicatee.","dedicatee"
"Dudley, Paul, 1675-1751.","Author"
"Burrill, John, 1658-1721.","Author"
"Lowry, Thomas.","Author"
"Hepburn, John.","Author"
"Lynde, Samuel, 1653-1721.","Author"
"Sewall, Margaret, d. 1736, dedicatee.","dedicatee"
"Sewall, Joseph, 1688-1769.","Author"
"Hill, Hannah, 1703-1714.","Author"
"Owen, Griffith.","Author"
"Chalkley, Thomas, 1675-1741.","Author"
"Keith, James, 1643-1719.","Author"
"Fenwick, Jeremiah.","Author"
"New South Church (Boston, Mass.).","Author"
"Franklin, James, 1697-1735, engraver.","engraver"
"G. F.","Author"
"N. B.","Author"
"Barker, Elizabeth, b. 1640.","Author"
"Prince, Thomas, 1687-1758.","Author"
"Williams, William, 1665-1741.","Author"
"Wise, John, 1652-1725.","Author"
"Barrington, John Shute Barrington, Viscount, 1678-1734, dedicatee.","dedicatee"
"Anne, Queen of Great Britain, 1665-1714, dedicatee.","dedicatee"
"Foxcroft, Thomas, 1697-1769.","Author"
"First Church (Boston, Mass.).","Author"
"Congregational Church (Sunderland, Mass.).","Author"
"Hodges, Joseph.","Author"
"Pyot, Alexander, d. 1696.","Author"
"Chandler, William.","Author"
"Colman, John, 1670-1753?","Author"
"Shute, Samuel, 1662-1742, licensor.","Author"
"Homes, William, 1663-1746.","Author"
"Dixwell, John, d. 1725.","Author"
"Lyman, Caleb, 1678-1742.","Author"
"Seares, Alexander, fl. 1720.","Author"
"Webb, John, 1687-1750.","Author"
"Barret, John.","Author"
"Boylston, Zabdiel, 1679-1766.","Author"
"Holmes, Alexander.","Author"
"Dummer, Jeremiah, 1681-1739.","Author"
"Carteret, John, Earl Granville, 1690-1763, dedicatee.","dedicatee"
"Foxcroft, Francis, 1656?","dedicatee"
"Gruendler, Johann Ernst, 1677-1720.","Author"
"Mayhew, Experience, 1673-1758.","Author"
"Ashhurst, Robert, dedicatee.","dedicatee"
"Cooper, William, 1694-1743.","Author"
"Stuart, Alexander, 1673-1742.","Author"
"Douglass, William, 1691?","Author"
"Greenwood, Isaac, 1702-1745.","Author"
"Walter, Thomas, 1696-1725.","Author"
"Boylston, Zabdiel, 1679-1766, dedicatee.","dedicatee"
"Pennsylvania. Treaties, etc. Five Nations. 1722.","Author"
"Five Nations. Treaties, etc. Pennsylvania. 1722.","Author"
"Morgan, Joseph.","Author"
"Winthrop, John, 1681-1747.","Author"
"Tufts, John, 1689-1750, dedicatee.","dedicatee"
"Symmes, Thomas, 1678-1725.","Author"
"Dummer, William, 1677-1761, dedicatee.","dedicatee"
"Gay, Ebenezer, 1696-1787.","Author"
"East Church (Barnstable, Mass.).","Author"
"Walter, Nehemiah, 1663-1750, dedicatee.","dedicatee"
"Winslow, Isaac, 1671-1738, dedicatee.","dedicatee"
"Thoresby, Ralph, 1658-1725.","Author"
"Dewey, Joseph.","Author"
"Edwards, Timothy, 1669-1758, dedicatee.","dedicatee"
"Wolcott, Roger, 1679-1767.","Author"
"Bulkley, John, 1679-1731.","Author"
"Browne, Simon, 1680-1732.","Author"
"First Church (Newburyport, Mass.).","Author"
"Penhallow, Samuel, 1665-1726.","Author"
"Stirredge, Elizabeth, 1634-1706.","Author"
"Cotton, John, 1693-1757.","Author"
"Brown, John, 1696-1742.","Author"
"Dummer, William, 1677-1761.","Author"
"Bulkeley, Peter, 1583-1659.","Author"
"Philipse, Adolphus, 1665-1750.","Author"
"Van Cortlandt, Jacobus, 1658-1740?","defendant"
"Palmer, Obadiah, d. 1748?","Author"
"Byles, Mather, 1707-1788.","Author"
"Lloyd, David, 1656-1731, ed.","Editor"
"Pugh, Ellis, 1656-1718.","Author"
"Ellis, Rowland, 1650?","translator"
"Wadsworth, Benjamin, 1750-1826.","Author"
"Appleton, Nathaniel, 1693-1784.","Author"
"Hanson, Elizabeth, 1684-1737.","Author"
"Bownas, Samuel, 1676-1753.","Author"
"Het, Rene.","Author"
"De Medina, Solomon, Sir, ca. 1650-1730.","Author"
"Mather, Samuel, 1706-1785.","Author"
"Burnet, William, 1688-1729.","Author"
"Sewel, William, 1653-1720.","Author"
"George I, King of Great Britain, 1660-1727, dedicatee.","dedicatee"
"Bates.","Author"
"Gee, Joshua, 1698-1748.","Author"
"Mollineux, Mary, 1651?","Author"
"Owen, Frances.","Author"
"Rider, Tryal.","Author"
"Mollineux, Henry, d. 1719.","Author"
"Caroline, Queen, consort of George II, King of Great Britain, 1683-1737, dedicatee.","dedicatee"
"Third Church (Colchester, Conn.).","Author"
"Chauncy, Charles, 1705-1787.","Author"
"Byfield, Nathanael, 1653-1733, dedicatee.","dedicatee"
"Clap, Roger, 1609-1691.","Author"
"Blake, James, 1688-1750.","Author"
"Edwards, Jonathan, 1703-1758.","Author"
"Seccombe, John, 1708-1792.","Author"
"Hubbard, John, 1703-1773.","Author"
"Wetmore, James, 1695-1760.","Author"
"Johnson, Samuel, 1696-1772.","Author"
"Dickinson, Jonathan, 1688-1747.","Author"
"Killinghall.","Author"
"Eliot, Joseph, 1638-1694.","Author"
"Van Dam, Rip, ca. 1660-1749.","Author"
"Morris, Lewis, 1671-1746.","Author"
"Freemasons.","Author"
"Anderson, James, 1680-1739, comp.","Author"
"Fisk, John, d. 1773.","Author"
"Williams, Ebenezer, 1690-1753.","Author"
"Cabot, Marston, 1706-1756.","Author"
"Congregational Church (Hampton, N.H.).","Author"
"Smith, William, 1697-1769.","Author"
"Alexander, James, 1691-1756.","Author"
"Williams, Stephen, 1693-1782.","Author"
"Logan, James, 1674-1751, tr.","translator"
"Cato, Dionysius.","Author"
"Adams, John, 1704-1740.","Author"
"Hall, Richard. Observations made by Richard Hall.","Author"
"Slator, Lionel.","Author"
"Coote, Thomas.","Author"
"Tennent, John, 1706-1732.","Editor"
"Tennent, Gilbert, 1703-1764.","Author"
"Holden, Samuel, d. 1740, dedicatee.","dedicatee"
"Mason, John, 1600-1672.","Author"
"Belcher, Jonathan, 1710-1776, dedicatee.","dedicatee"
"Hamilton, Andrew, ca. 1676-1741.","Author"
"Zenger, John Peter, 1697-1746.","Author"
"Alexander, James, 1691-1756, ed.","Editor"
"Holyoke, Edward, 1689-1769.","Author"
"Prescott, Benjamin, 1687-1777.","Author"
"Clark, Peter, 1694-1768.","Author"
"Second Church (Salem, Mass.).","Author"
"Barnard, Peter, 1681-1770.","Author"
"Six Nations. Treaties, etc. Pennsylvania, 1736.","Author"
"Pennsylvania. Treaties, etc. Six Nations, 1736.","Author"
"Flynt, Henry, 1675-1760.","Author"
"Wigglesworth, Edward, ca. 1693-1765.","Author"
"Belcher, Jonathan, 1682-1757, dedicatee.","dedicatee"
"Moody, Joseph, 1700-1753.","Author"
"Boston, Patience, 1711-1735.","Author"
"Parkman, Ebenezer, 1703-1782.","Author"
"Clap, Nathaniel, 1669-1745.","Author"
"Quincy, Edmund, 1703-1788.","Author"
"Americanus.","Author"
"Coddington, William, 1601-1678, dedicatee.","dedicatee"
"Callender, John, 1706-1748.","Author"
"Phillips, Samuel, 1690-1771.","Author"
"Horace. Ars poetica.","Author"
"Smalridge, George, 1663-1719.","Author"
"Whitefield, George, 1714-1770.","Author"
"Bethesda Orphan House (Savannah, Ga.).","Author"
"Francke, August Hermann, 1663-1727.","Author"
"Jennings, John, d. 1723.","Author"
"Presbyterian Church in the U.S.A.","Author"
"Evans, Thomas, d. 1743.","Author"
"Garden, Alexander, 1686-1756.","Author"
"Rose, Aquila, 1695-1723.","Author"
"Rose, Joseph, comp.","Author"
"Bockett, Elias, 1695-1735.","Author"
"Shurtleff, William, 1689-1747.","Author"
"Fitch, Jabez, 1672-1746.","Author"
"Eastern Association of Fairfield County.","Author"
"Cooke, Samuel, 1687-1747.","Author"
"Logan, James, 1674-1751.","Author"
"Jordan, Robert, 1692-1742.","Author"
"Pead, Deuel, d. 1727.","Author"
"Douglas, David.","Author"
"Tailfer, Patrick.","Author"
"Anderson, Hugh, d. 1748.","Author"
"Presbyterian Church in the U.S.A. Presbytery of New Brunswick. Apology of the Presbytery of New-Brunswick.","Author"
"Ashley, Joseph, 1707-1797.","Author"
"Doolittle, Benjamin, 1695-1749.","Author"
"Ashley, Jonathan, 1712-1780.","Author"
"Davenport, James, 1716-1757.","Author"
"McGregore, David, 1710-1777.","Author"
"Moorhead, Sarah Parsons.","Author"
"Philadelphia (Pa.). Charter.","Author"
"Pennsylvania. Charter.","Author"
"Greenhill, William, 1591-1671, dedicatee.","dedicatee"
"Congregational Church (New Salem, Mass.).","Author"
"First Congregational Church (Haverhill, Mass.).","Author"
"Barnard, Thomas, 1716-1776.","Author"
"Bury, Samuel, 1663-1730, ed.","Editor"
"Bury, Elizabeth, 1644-1720.","Author"
"Rand, William, 1700-1779.","Author"
"Bowdoin, James, 1676-1747, dedicatee.","dedicatee"
"First Congregational Church (Southampton, Mass.).","Author"
"Hopkins, Samuel, 1693-1755.","Author"
"Six Nations. Treaties, etc. Pennsylvania, 1742.","Author"
"Pennsylvania. Treaties, etc. Six Nations, 1742.","Author"
"Clap, Thomas, 1703-1767.","Author"
"W. S. To Mrs. Margaret Dubois ...","Author"
"Pemberton, Ebenezer, 1705-1777.","Author"
"Seccombe, Joseph, 1706-1760.","Author"
"Atkinson, Theodore, 1697-1779, dedicatee.","dedicatee"
"Hellenbroek, Abraham, 1658-1731.","Author"
"Wesley, John, 1703-1791, ed.","Editor"
"Yale College. Library.","Author"
"Clap, Thomas, 1703-1767, comp.","Author"
"Barnard, John, 1690-1757.","Author"
"East Parish (Haverhill, Mass.).","Author"
"Parsons, Joseph, 1702-1765.","Author"
"Balch, William, 1704-1792.","Author"
"Barber, Jonathan, 1713-1783.","Author"
"Williams, Solomon, 1700-1776.","Author"
"First Presbyterian Church (Pelham, Mass.).","Author"
"Franklin, Benjamin, 1706-1790.","Author"
"Turner, James, d. 1759, engraver.","engraver"
"Evans, Lewis, 1700?","Author"
"Harvard College (1636-1780).","Author"
"Six Nations. Treaties, etc. Pennsylvania, 1744.","Author"
"Pennsylvania. Treaties, etc. Six Nations, 1744.","Author"
"Shirley, William, 1694-1771, dedicatee.","dedicatee"
"Williams, Elisha, 1694-1755.","Author"
"Cushing, Thomas, 1694-1746.","Author"
"Hobby, William, 1707-1765.","Author"
"Cleaveland, John, 1722-1799.","Author"
"Thomas, George, 1695?","Author"
"Gentleman.","Author"
"Charlevoix, Pierre FranÁois Xavier de, 1682-1761.","Author"
"Craft, Eleazer, 1711-1790.","Author"
"Cotton, John, 1712-1789.","Author"
"West Church (Boston, Mass.).","Author"
"Smith, William Peartree, 1723-1801.","Author"
"Welles, Noah, 1718-1776.","Author"
"Livingston, William, 1723-1790.","Author"
"Beach, John, 1700-1782.","Author"
"Dickinson, Moses, 1695-1778.","Author"
"Six Nations. Treaties, etc. Pennsylvania, 1748.","Author"
"Pennsylvania. Treaties, etc. Six Nations, 1748.","Author"
"Edwards, Jonathan, 1703-1758, ed.","Editor"
"Brainerd, David, 1718-1747.","Author"
"Presbyterian Church in the U.S.A. Synod of Philadelphia.","Author"
"Cooper, Samuel, 1725-1783.","Author"
"Gray, Ellis, 1715-1753.","Author"
"Turell, Ebenezer, 1702-1778.","Author"
"Bellamy, Joseph, 1719-1790.","Author"
"South Parish (Portsmouth, N.H.).","Author"
"Pelham, Henry, 1695?","Author"
"Kennedy, Archibald, 1685-1763.","Author"
"Lloyd, Mary, 1681-1749.","Author"
"Lloyd, Henry, 1685-1763, dedicatee.","dedicatee"
"Thomson, Adam, d. 1767.","Author"
"Academy of Medicine of Philadelphia.","Author"
"Davies, Samuel, 1723-1761.","Author"
"Parker, James, 1714-1770.","Author"
"Peters, Richard, 1704-1776.","Author"
"Porter, John, 1716-1802.","Author"
"Short, Thomas, 1690?","Author"
"Bartram, John, 1699-1777.","Author"
"Endon, Tace.","Author"
"Owen, Rowland.","Author"
"Davies, Richard, 1635-1708.","Author"
"Delaware.","Author"
"Chew, Benjamin, 1722-1810, comp.","Author"
"Second Church (Scituate, Mass.).","Author"
"Berkeley, George, 1685-1753, dedicatee.","dedicatee"
"Maddox, Isaac, 1697-1759.","Author"
"George II, King of Great Britain, 1683-1760, dedicatee.","dedicatee"
"De Lancey, James, 1703-1760, dedicatee.","dedicatee"
"Stith, William, 1707-1755.","Author"
"Dinwiddie, Robert, 1693-1770, dedicatee.","dedicatee"
"Second Presbyterian Church (Philadelphia, Pa.).","Author"
"Williams, Nathaniel, 1675-1738.","Author"
"Abbot, Hull, 1702-1774.","Author"
"Consociation of Litchfield County.","Author"
"Vassall, William.","Author"
"Fletcher, William.","Author"
"Sergeant, John, 1710-1749.","Author"
"Hopkins, Samuel, 1693-1755, ed.","Editor"
"Six Nations. Treaties, etc. Pennsylvania, 1753.","Author"
"Pennsylvania. Treaties, etc. Six Nations, 1753.","Author"
"Goddard, Edward, 1675-1754.","Author"
"Dissenting Protestant.","Author"
"Slack, Ann Fisher, 1719-1778.","Author"
"Fisher, George, accomptant.","Author"
"Lyttelton, George Lyttelton, Baron, 1709-1773, dedicatee.","dedicatee"
"Zinzendorf, Nicolaus Ludwig, Graf von, 1700-1760.","Author"
"Shervington, William, d. 1763.","Author"
"Shirley, William, 1694-1771.","Author"
"Dinwiddie, Robert, 1693-1770.","Author"
"Mayhew, Jonathan, 1720-1766.","Author"
"Thumb, Thomas.","Author"
"Waterhouse, Samuel, 1729-ca. 1803.","Author"
"Brandon, Benjamin.","Author"
"Drax, Henry. Instructions for the management of Drax-Hall.","Author"
"Belgrove, William.","Author"
"Gridley, Jeremy, dedicatee.","dedicatee"
"Browne, Arthur, 1699-1773.","Author"
"Walker, Timothy, 1737-1822.","Author"
"Clarke, William, 1709-1760.","Author"
"Hanover County (Va.). Militia.","Author"
"Huske, John, 1692?","Author"
"Huske, John, 1721?","Author"
"Huske, Ellis, 1700-1755.","Author"
"Congregational Church (New Castle, Me.).","Author"
"Stiles, Isaac, 1697-1760.","Author"
"Whiting, Nathan, 1724-1771, dedicatee.","dedicatee"
"Connecticut. Militia. Regiment of Foot, Second.","Author"
"Association of Litchfield County.","Author"
